ID,Data,Linguagem,Arquivo,Descricao_Problema,Link_PR,Codigo_Diff_Patch
54435,2018-07-17,ts,src/vs/base/browser/ui/selectBox/selectBoxNative.ts,"check property, not option",https://github.com/microsoft/vscode/pull/54435,"@@ -14,6 +14,7 @@ import { isMacintosh } from 'vs/base/common/platform';
 export class SelectBoxNative implements ISelectBoxDelegate {
 
 	private selectElement: HTMLSelectElement;
+	private selectBoxOptions: ISelectBoxOptions;
 	private options: string[];
 	private selected: number;
 	private readonly _onDidSelect: Emitter<ISelectData>;
@@ -23,12 +24,13 @@ export class SelectBoxNative implements ISelectBoxDelegate {
 	constructor(options: string[], selected: number, styles: ISelectBoxStyles, selectBoxOptions?: ISelectBoxOptions) {
 
 		this.toDispose = [];
+		this.selectBoxOptions = selectBoxOptions || Object.create(null);
 
 		this.selectElement = document.createElement('select');
 		this.selectElement.className = 'monaco-select-box';
 
-		if (typeof selectBoxOptions.ariaLabel === 'string') {
-			this.selectElement.setAttribute('aria-label', selectBoxOptions.ariaLabel);
+		if (typeof this.selectBoxOptions.ariaLabel === 'string') {
+			this.selectElement.setAttribute('aria-label', this.selectBoxOptions.ariaLabel);
 		}
 
 		this._onDidSelect = new Emitter<ISelectData>();"
54321,2018-07-14,ts,src/vs/base/browser/ui/selectBox/selectBoxCustom.ts,"#54296 

Catch and ignore exception on duplicate child removal when base contextView has already
disposed and removed child on focus change.",https://github.com/microsoft/vscode/pull/54321,"@@ -417,7 +417,15 @@ export class SelectBoxList implements ISelectBoxDelegate, IVirtualDelegate<ISele
 
 		this.layoutSelectDropDown();
 		return {
-			dispose: () => container.removeChild(this.selectDropDownContainer) // remove to take out the CSS rules we add
+			dispose: () => {
+				// contextView will dispose itself if moving from one View to another
+				try {
+					container.removeChild(this.selectDropDownContainer); // remove to take out the CSS rules we add
+				}
+				catch (error) {
+					// Ignore, removed already by change of focus
+				}
+			}
 		};
 	}
 "
54320,2018-07-14,ts,src/vs/base/browser/ui/selectBox/selectBoxCustom.ts,"Fixes: #54292

Calculation for drop-down needs to use offsetWidth on the parent select to not include
margins.",https://github.com/microsoft/vscode/pull/54320,"@@ -489,8 +489,8 @@ export class SelectBoxList implements ISelectBoxDelegate, IVirtualDelegate<ISele
 			// Set final container height after adjustments
 			this.selectDropDownContainer.style.height = (listHeight + verticalPadding) + 'px';
 
-			// Determine optimal width - min(longest option), opt(parent select), max(ContextView controlled)
-			const selectWidth = dom.getTotalWidth(this.selectElement);
+			// Determine optimal width - min(longest option), opt(parent select, excluding margins), max(ContextView controlled)
+			const selectWidth = this.selectElement.offsetWidth;
 			const selectMinWidth = this.setWidthControlElement(this.widthControlElement);
 			const selectOptimalWidth = Math.max(selectMinWidth, Math.round(selectWidth)).toString() + 'px';
 "
51224,2018-06-06,ts,src/vs/code/electron-main/app.ts,"Fixes #40505

@bpasero @alexandrudima @sandy081 Make sure the changes makes sense.",https://github.com/microsoft/vscode/pull/51224,"@@ -494,8 +494,8 @@ export class CodeApplication {
 		this.historyMainService.updateWindowsJumpList();
 		this.historyMainService.onRecentlyOpenedChange(() => this.historyMainService.updateWindowsJumpList());
 
-		// Start shared process here
-		this.sharedProcess.spawn();
+		// Start shared process after a while
+		TPromise.timeout(3000).then(() => this.sharedProcess.spawn());
 	}
 
 	private dispose(): void {"
49684,2018-05-11,ts,src/vs/platform/jsonschemas/common/jsonContributionRegistry.ts,"Change logs:

**1) /vscode/src/vs/platform/jsonschemas/common/jsonContributionRegistry.ts：Remove interface `IJSONContributionRegistryEvent`.**

Why?

**This event was created in 2015, and it's never referred by any other modules, functions……ect, when you are looking for its references in Visual Studio Code.**",https://github.com/microsoft/vscode/pull/49684,"@@ -38,9 +38,7 @@ export interface IJSONContributionRegistry {
 	getSchemaContributions(): ISchemaContributions;
 }
 
-export interface IJSONContributionRegistryEvent {
 
-}
 
 function normalizeId(id: string) {
 	if (id.length > 0 && id.charAt(id.length - 1) === '#') {"
49613,2018-05-10,ts,src/vs/workbench/services/themes/electron-browser/fileIconThemeData.ts,"There is a spell error in src/vs/workbench/services/themes/electron-browser/fileIconThemeData.ts

font-weigth => font-weight",https://github.com/microsoft/vscode/pull/49613,"@@ -300,7 +300,7 @@ function _processIconThemeDocument(id: string, iconThemeDocumentPath: string, ic
 	if (Array.isArray(fonts)) {
 		fonts.forEach(font => {
 			let src = font.src.map(l => `url('${resolvePath(l.path)}') format('${l.format}')`).join(', ');
-			cssRules.push(`@font-face { src: ${src}; font-family: '${font.id}'; font-weigth: ${font.weight}; font-style: ${font.style}; }`);
+			cssRules.push(`@font-face { src: ${src}; font-family: '${font.id}'; font-weight: ${font.weight}; font-style: ${font.style}; }`);
 		});
 		cssRules.push(`.show-file-icons .file-icon::before, .show-file-icons .folder-icon::before, .show-file-icons .rootfolder-icon::before { font-family: '${fonts[0].id}'; font-size: ${fonts[0].size || '150%'}}`);
 	}
@@ -335,4 +335,4 @@ function _processIconThemeDocument(id: string, iconThemeDocumentPath: string, ic
 }
 function escapeCSS(str: string) {
 	return window['CSS'].escape(str);
-}
\ No newline at end of file
+}"
47052,2018-04-01,ts,extensions/git/src/commands.ts,fixes #46860,https://github.com/microsoft/vscode/pull/47052,"@@ -1205,7 +1205,7 @@ export class CommandCenter {
 
 			const message = localize('confirm force delete branch', ""The branch '{0}' is not fully merged. Delete anyway?"", name);
 			const yes = localize('delete branch', ""Delete Branch"");
-			const pick = await window.showWarningMessage(message, yes);
+			const pick = await window.showWarningMessage(message, { modal: true }, yes);
 
 			if (pick === yes) {
 				await run(true);"
37017,2017-10-27,ts,src/vs/editor/editor.main.ts,"For some reason,  I have to compile the monaco-editor by myself.
Recently I update the monaco and found that the editor crash while loading the monaco.
It seems that we need polyfill the `promise` after we set the `global`.

<img width=""540"" alt=""2017-10-27 11 45 47"" src=""https://user-images.githubusercontent.com/12891758/32087135-6fa9c114-ba9f-11e7-83ca-030e75b18772.png"">

",https://github.com/microsoft/vscode/pull/37017,"@@ -19,6 +19,9 @@ import { createMonacoEditorAPI } from 'vs/editor/standalone/browser/standaloneEd
 import { createMonacoLanguagesAPI } from 'vs/editor/standalone/browser/standaloneLanguages';
 import { EDITOR_DEFAULTS, WrappingIndent } from 'vs/editor/common/config/editorOptions';
 
+var global: any = self;
+global.monaco = exports;
+
 // When missing, polyfill the native promise
 // with our winjs-based polyfill
 import { PolyfillPromise } from 'vs/base/common/winjs.polyfill.promise';
@@ -41,9 +44,6 @@ for (let prop in base) {
 exports.editor = createMonacoEditorAPI();
 exports.languages = createMonacoLanguagesAPI();
 
-var global: any = self;
-global.monaco = exports;
-
 if (typeof global.require !== 'undefined' && typeof global.require.config === 'function') {
 	global.require.config({
 		ignoreDuplicateModules: ["
4323,2016-03-16,ts,src/vs/languages/php/common/php.contribution.ts,"I am not responsible of this stup_d_t\* but unfortunately these extensions are very common…
",https://github.com/microsoft/vscode/pull/4323,"@@ -8,9 +8,9 @@ import {ModesRegistry} from 'vs/editor/common/modes/modesRegistry';
 
 ModesRegistry.registerCompatMode({
 	id: 'php',
-	extensions: ['.php', '.phtml', '.ctp'],
+	extensions: ['.php', '.php4', '.php5', '.phtml', '.ctp'],
 	aliases: ['PHP', 'php'],
 	mimetypes: ['application/x-php'],
 	moduleId: 'vs/languages/php/common/php',
 	ctorName: 'PHPMode'
-});
\ No newline at end of file
+});"
4322,2016-03-16,ts,src/vs/languages/php/common/php.ts,"Please, see http://php.net/generator.
",https://github.com/microsoft/vscode/pull/4322,"@@ -68,7 +68,7 @@ var isKeyword = objects.createKeywordMatcher([
 	'try', 'true', 'use', 'var', 'while', 'xor',
 	'die', 'echo', 'empty', 'exit', 'eval',
 	'include', 'include_once', 'isset', 'list', 'require',
-	'require_once', 'return', 'print', 'unset',
+	'require_once', 'return', 'print', 'unset', 'yield',
 	'__construct'
 ]);
 "
3531,2016-02-28,js,src/vs/languages/css/common/services/browsers.js,"Simplify its description.

Fixes #3524

---

Waiting for Feb release to be finalized before pushing
",https://github.com/microsoft/vscode/pull/3531,"@@ -3,7 +3,7 @@
  *  Licensed under the MIT License. See License.txt in the project root for license information.
  *--------------------------------------------------------------------------------------------*/
 // file generated from css-schema.xml using css-exclude_generate_browserjs.js
-define([""require"", ""exports""], function(require, exports) {	
+define([""require"", ""exports""], function(require, exports) {
 
 exports.data ={
 	""css"": {
@@ -8421,6 +8421,10 @@ exports.data ={
 					{
 						""name"": ""overline""
 					},
+					{
+						""name"": ""none"",
+						""desc"": ""Produces no text decoration.""
+					},
 					{
 						""name"": ""solid""
 					},
@@ -8443,7 +8447,7 @@ exports.data ={
 					},
 					{
 						""name"": ""none"",
-						""desc"": ""Neither produces nor inhibits text decoration.""
+						""desc"": ""Produces no text decoration.""
 					},
 					{
 						""name"": ""overline""
@@ -8469,8 +8473,7 @@ exports.data ={
 						""name"": ""double""
 					},
 					{
-						""name"": ""none"",
-						""desc"": ""Produces no line.""
+						""name"": ""none""
 					},
 					{
 						""name"": ""solid"""
3150,2016-02-19,ts,src/vs/workbench/electron-main/env.ts,"Opening code using `code ..`, `code ../..`  was opening the wrong directory
since trailing '.' characters were being trimmed by the launch code.

Fixes #3127 

---

@bpasero I'm assuming that the trimming was added for Windows, just wanted to make sure that was the intent. Or can we remove it?
",https://github.com/microsoft/vscode/pull/3150,"@@ -316,9 +316,6 @@ function massagePath(path: string): string {
 	// Trim whitespaces
 	path = strings.trim(strings.trim(path, ' '), '\t');
 
-	// Remove trailing dots
-	path = strings.rtrim(path, '.');
-
 	return path;
 }
 "
